generation,label_bal,color_bal
0,0.4,0.18
0,0.4,0.18
0,0.4,0.18
0,0.4,0.18
0,0.4,0.18
0,0.4,0.18
0,0.4,0.18
0,0.4,0.18
1,0.0,1.0
0,0.4,0.18
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
1,0.0,1.0
-1,0.34,0.34
-1,0.4,0.24
-1,0.47,0.32
-1,0.52,0.25
-1,0.44,0.22
-1,0.35,0.21
-1,0.36,0.16
-1,0.5,0.3
-1,0.3,0.23
0,0.59,0.29
0,0.42,0.18
0,0.35,0.31
0,0.5,0.26
0,0.4,0.24
0,0.47,0.32
0,0.57,0.22
0,0.27,0.17
0,0.42,0.31
0,0.47,0.21
0,0.46,0.12
0,0.46,0.12
1,0.0,1.0
2,0.0,1.0
0,0.0,0.51
1,0.0,1.0
2,0.0,1.0
3,0.0,1.0
0,0.0,0.58
1,0.0,0.56
1,0.0,0.6
1,0.0,0.6
1,0.0,0.6
1,0.0,0.6
2,0.0,0.63
2,0.0,0.61
2,0.0,0.61
2,0.0,0.61
2,0.0,0.61
2,0.0,0.61
2,0.0,0.61
3,0.0,0.59
4,0.0,0.6
4,0.0,0.59
4,0.0,0.59
